ORGANIZATION,ORGANIZATION OTHER,TYPE_CLEANUP,TYPE_CLEANUP_OTHER,ADOPT-A-ROAD,TYPE_LITTER,TYPE_LITTER_OTHER 1,NUMBER_BAGS,NUMBER_BAGS_OTHER,TOTAL_BAGS_LITTER,COUNT_TIRES,COUNT_TIRES_OTHER,TOTAL_TIRES,MAJOR_WSHED,ALTBMP_TYPE,LBS_REMOVED,IMPL_COMP_YR,PERMIT_NUM,COUNCIL_DISTRICT,DPWT_MAIN_DIST,FORMEMAILED,FISCALYEAR,CREATIONDATE 1,CREATIONDATE_TIME,CREATIONDATE_AM/PM,LATITUDE,LONGITUDE,LOCATION
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,8,2,NO,FY2018,08/01/2017,03:50:00,PM,-76.96479651,38.81039376,"(-76.96479651, 38.81039376)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,Other,34,34,4,,4,Patuxent River lower,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,02/15/2017,06:25:00,PM,-76.74164053,38.69699623,"(-76.74164053, 38.69699623)"
,,,,,Car_parts,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tires,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/25/2018,07:56:00,PM,-76.7735065,38.8319693,"(-76.7735065, 38.8319693)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,03/21/2019,09:55:00,PM,-76.7799935,38.8764708,"(-76.7799935, 38.8764708)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,2,NO,FY2018,07/07/2017,03:18:00,PM,-76.8800688,38.9451349,"(-76.8800688, 38.9451349)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/12/2019,01:30:00,PM,-76.88774255,38.82055809,"(-76.88774255, 38.82055809)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,3,1,,FY2019,10/11/2018,02:50:00,PM,-76.85596031,38.97800869,"(-76.85596031, 38.97800869)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,09/05/2018,03:41:00,PM,-76.80812643,38.89065194,"(-76.80812643, 38.89065194)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,03/28/2018,02:06:00,PM,-76.84136779,38.90140271,"(-76.84136779, 38.90140271)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Potomac River U tidal,TRSH,0,2018,11-DP-3314,7,2,,FY2019,07/17/2018,05:26:00,PM,-76.90610474,38.84951507,"(-76.90610474, 38.84951507)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,08/27/2017,02:56:00,PM,-76.87218174,38.94106212,"(-76.87218174, 38.94106212)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,2,NO,FY2017,05/31/2017,05:30:00,PM,-76.92613282,38.77261451,"(-76.92613282, 38.77261451)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/12/2019,03:29:00,PM,-76.88252946,38.84980637,"(-76.88252946, 38.84980637)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,1,1,,FY2019,04/23/2019,01:43:00,PM,-76.84083216,39.06992065,"(-76.84083216, 39.06992065)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,1,NO,FY2017,06/16/2017,12:44:00,PM,-76.90442622,38.94247108,"(-76.90442622, 38.94247108)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,6,2,,FY2019,07/25/2018,03:22:00,PM,-76.89198323,38.84417434,"(-76.89198323, 38.84417434)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2019,03/19/2019,07:30:00,PM,-76.9441738,38.8261101,"(-76.9441738, 38.8261101)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,10/18/2018,01:23:00,PM,-76.84134161,38.9015413,"(-76.84134161, 38.9015413)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/29/2018,01:52:00,PM,-76.88149852,38.87468925,"(-76.88149852, 38.87468925)"
DPW&T,,IllegalDumping,,,Bags_garbage, mattress,8,,8,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,2,NO,FY2017,02/10/2017,08:30:00,PM,-76.9392903,38.75804908,"(-76.9392903, 38.75804908)"
,,,,,Other, sofas,,,,,,,,,,,,,,,,,,,,,
DPW&T,,Other,,,Bags_garbage,,2,,2,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,6,2,NO,FY2017,05/08/2017,02:36:00,PM,-76.87582329,38.83656243,"(-76.87582329, 38.83656243)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,18,18,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,02/04/2019,06:32:00,PM,-76.81298571,38.84709147,"(-76.81298571, 38.84709147)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,07/17/2017,12:31:00,PM,-76.8739551,38.9202073,"(-76.8739551, 38.9202073)"
DPW&T,,IllegalDumping,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2016,11-DP-3314,2,1,NO,FY2017,12/28/2016,02:11:00,PM,-76.97097224,38.97937874,"(-76.97097224, 38.97937874)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Patuxent River middle,TRSH,,2019,11-DP-3314,9,2,,FY2020,08/14/2019,02:03:00,PM,-76.71587077,38.81162563,"(-76.71587077, 38.81162563)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,9,,9,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,2,,FY2018,04/05/2018,07:04:00,PM,-76.89242892,38.78399394,"(-76.89242892, 38.78399394)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,3,,FY2019,10/03/2018,07:23:00,PM,-76.8791223,38.7083573,"(-76.8791223, 38.7083573)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,02/13/2018,07:10:00,PM,-76.87402873,38.89916754,"(-76.87402873, 38.89916754)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,2,NO,FY2017,06/30/2017,06:02:00,PM,-76.92790829,38.75249425,"(-76.92790829, 38.75249425)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Anacostia River,TRSH,,2018,11-DP-3314,3,1,NO,FY2018,02/08/2018,05:30:00,PM,-76.8872838,38.9514495,"(-76.8872838, 38.9514495)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,11/13/2018,02:06:00,PM,-76.8735651,38.92016616,"(-76.8735651, 38.92016616)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/22/2019,03:25:00,PM,-76.90069686,38.8437914,"(-76.90069686, 38.8437914)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,Other,15,15,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,09/25/2017,01:53:00,PM,-76.91652098,38.90536042,"(-76.91652098, 38.90536042)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Patuxent River middle,TRSH,,2019,11-DP-3314,9,3,,FY2019,01/09/2019,04:33:00,PM,-76.83867223,38.6998621,"(-76.83867223, 38.6998621)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,12/26/2018,04:02:00,PM,-76.85162637,38.89624038,"(-76.85162637, 38.89624038)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,06/21/2018,12:55:00,PM,-76.88045109,38.87783,"(-76.88045109, 38.87783)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/26/2019,12:55:00,PM,-76.86563076,38.88959282,"(-76.86563076, 38.88959282)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,1,,FY2020,08/26/2019,03:11:00,PM,-76.92959879,38.85322786,"(-76.92959879, 38.85322786)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,2,,FY2018,05/02/2018,04:51:00,PM,-76.92607909,38.7724618,"(-76.92607909, 38.7724618)"
DPW&T,,IllegalDumping,,,Bags_garbage,,6,,6,,,0,Patuxent River upper,TRSH,,2017,11-DP-3314,4,1,NO,FY2017,04/07/2017,02:07:00,PM,-76.78517178,38.99082133,"(-76.78517178, 38.99082133)"
,,,,,Other,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,NO,FY2018,02/12/2018,04:01:00,PM,-76.7587204,39.0105155,"(-76.7587204, 39.0105155)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2018,11-DP-3314,1,1,,FY2018,04/03/2018,02:47:00,PM,-76.90103834,39.04781245,"(-76.90103834, 39.04781245)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,9,2,,FY2018,03/29/2018,02:27:00,PM,-76.76151832,38.81954226,"(-76.76151832, 38.81954226)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,04/11/2018,12:35:00,PM,-76.87456909,38.90485576,"(-76.87456909, 38.90485576)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,4,1,,FY2019,01/31/2019,08:25:00,PM,-76.76544758,39.01942418,"(-76.76544758, 39.01942418)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,07/27/2017,12:29:00,PM,-76.86859819,38.91849221,"(-76.86859819, 38.91849221)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,22,22,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/07/2017,08:19:00,PM,-76.79379145,38.84811106,"(-76.79379145, 38.84811106)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,02/16/2018,02:57:00,PM,-76.82685741,38.88974584,"(-76.82685741, 38.88974584)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Anacostia River,TRSH,,2017,11-DP-3314,1,1,NO,FY2017,03/09/2017,04:13:00,PM,-76.87209803,39.05682079,"(-76.87209803, 39.05682079)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Anacostia River,TRSH,,2018,11-DP-3314,3,1,,FY2018,04/19/2018,04:02:00,PM,-76.92062109,38.9607105,"(-76.92062109, 38.9607105)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/07/2019,12:28:00,PM,-76.89910518,38.85418199,"(-76.89910518, 38.85418199)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,9,2,,FY2020,09/26/2019,03:28:00,PM,-76.77654502,38.81559153,"(-76.77654502, 38.81559153)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,10/16/2018,01:07:00,PM,-76.88681346,38.92475288,"(-76.88681346, 38.92475288)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,10/02/2019,02:42:00,PM,-76.929727,38.85331386,"(-76.929727, 38.85331386)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,03/21/2019,08:26:00,PM,-76.85223472,38.88194571,"(-76.85223472, 38.88194571)"
DOE,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Mattawoman Creek,TRSH,0,2019,11-DP-3314,9,3,,FY2020,09/21/2019,03:32:00,PM,-76.85385575,38.65845528,"(-76.85385575, 38.65845528)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Zekiah Swamp,TRSH,,2016,11-DP-3314,9,3,NO,FY2017,12/20/2016,01:44:00,PM,-76.80130164,38.66433612,"(-76.80130164, 38.66433612)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2018,04/18/2018,01:31:00,PM,-76.92274113,38.85183847,"(-76.92274113, 38.85183847)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/16/2019,05:19:00,PM,-76.90543922,38.84931168,"(-76.90543922, 38.84931168)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,09/03/2019,01:36:00,PM,-76.87205221,38.85782824,"(-76.87205221, 38.85782824)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,7,2,NO,FY2018,07/03/2017,04:00:00,PM,-76.90462945,38.85122504,"(-76.90462945, 38.85122504)"
DOE,DOE & NAACP YOUTH,RoadsideLitterPickup,,,Bags_garbage,tv,7,,7,,,0,Anacostia River,TRSH,,2016,11-DP-3314,8,2,NO,FY2017,10/28/2016,05:41:00,PM,-76.90221408,38.90504566,"(-76.90221408, 38.90504566)"
,,,,,Other,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,01/25/2019,12:24:00,PM,-76.85225045,38.88218904,"(-76.85225045, 38.88218904)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2018,08/11/2017,12:54:00,PM,-76.92702245,38.85895687,"(-76.92702245, 38.85895687)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/19/2019,02:00:00,PM,-76.9256731,38.79340738,"(-76.9256731, 38.79340738)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,8,2,NO,FY2018,03/12/2018,03:48:00,PM,-76.992451,38.8243356,"(-76.992451, 38.8243356)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/16/2019,02:46:00,PM,-76.96755196,38.80483735,"(-76.96755196, 38.80483735)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,2,,FY2020,08/28/2019,02:04:00,PM,-76.88022086,38.91857951,"(-76.88022086, 38.91857951)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Rocky Gorge Dam,TRSH,,2017,11-DP-3314,1,1,NO,FY2017,05/18/2017,02:42:00,PM,-76.89435117,39.11822498,"(-76.89435117, 39.11822498)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,1,1,,FY2019,11/12/2018,05:42:00,PM,-76.84933671,39.073819,"(-76.84933671, 39.073819)"
DPW&T,,Other,,,Other,tree branches,,,0,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,1,NO,FY2017,04/17/2017,01:41:00,PM,-76.9009692,38.94900801,"(-76.9009692, 38.94900801)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/30/2019,06:08:00,PM,-76.95370603,38.80375833,"(-76.95370603, 38.80375833)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,07/17/2019,01:18:00,PM,-76.88061778,38.87795505,"(-76.88061778, 38.87795505)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/23/2019,04:40:00,PM,-76.931455,38.8411381,"(-76.931455, 38.8411381)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,02/05/2018,07:30:00,PM,-76.8738407,38.7506029,"(-76.8738407, 38.7506029)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,09/18/2019,12:45:00,PM,-76.88245038,38.84985641,"(-76.88245038, 38.84985641)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,09/19/2017,01:36:00,PM,-76.88879678,38.91748291,"(-76.88879678, 38.91748291)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,02/14/2018,08:27:00,PM,-76.92033635,38.93651768,"(-76.92033635, 38.93651768)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/22/2019,05:37:00,PM,-76.97644596,38.80508135,"(-76.97644596, 38.80508135)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,3,1,NO,FY2018,02/15/2018,03:35:00,PM,-76.90266116,38.96186548,"(-76.90266116, 38.96186548)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/29/2019,05:50:00,PM,-76.92238977,38.84736141,"(-76.92238977, 38.84736141)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/05/2019,02:02:00,PM,-76.89016144,38.85161674,"(-76.89016144, 38.85161674)"
DPW&T,,CleanUpGreenUp,,,Other, trash,,,0,,,0,Oxon Creek,TRSH,,2016,11-DP-3314,8,2,NO,FY2017,11/02/2016,03:01:00,PM,-76.98195388,38.81376091,"(-76.98195388, 38.81376091)"
CommunityBridge,,IllegalDumping,,,Other,chemical waste,,,0,,,0,Western Branch,TRSH,,2017,11-DP-3314,9,2,NO,FY2018,12/13/2017,05:37:00,PM,-76.83924187,38.80541807,"(-76.83924187, 38.80541807)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,03/07/2018,07:30:00,PM,-76.8585829,38.9428017,"(-76.8585829, 38.9428017)"
CommunityBridge,,RoadsideLitterPickup,,,Construction_debris,,,,0,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,2,NO,FY2018,12/18/2017,03:48:00,PM,-76.87781002,38.7818871,"(-76.87781002, 38.7818871)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/24/2019,03:09:00,PM,-76.97016181,38.75211362,"(-76.97016181, 38.75211362)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,8,2,NO,FY2018,08/01/2017,06:18:00,PM,-76.89316682,38.82005568,"(-76.89316682, 38.82005568)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,09/05/2018,05:42:00,PM,-76.88046226,38.87836477,"(-76.88046226, 38.87836477)"
DPW&T,,RoadsideLitterPickup,,,Tires,,10,,10,6,,6,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2017,03/24/2017,01:38:00,PM,-76.8583578,38.8818548,"(-76.8583578, 38.8818548)"
,,,,,Bags_garbage,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,1,1,,FY2019,04/16/2019,04:43:00,PM,-76.84889808,39.07369395,"(-76.84889808, 39.07369395)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2017,11-DP-3314,4,1,NO,FY2017,02/16/2017,03:51:00,PM,-76.85428079,38.98611417,"(-76.85428079, 38.98611417)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Mattawoman Creek,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,03/06/2018,06:03:00,PM,-77.0208431,38.6640694,"(-77.0208431, 38.6640694)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,03/14/2018,08:17:00,PM,-76.8805728,38.9308376,"(-76.8805728, 38.9308376)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,bathroom sink,2,,2,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,NO,FY2018,02/12/2018,06:40:00,PM,-76.8086533,39.0044272,"(-76.8086533, 39.0044272)"
,,,,,Other,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/28/2018,01:59:00,PM,-76.85330849,38.90327703,"(-76.85330849, 38.90327703)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,08/16/2017,05:00:00,PM,-76.90203182,38.94105725,"(-76.90203182, 38.94105725)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,2,,FY2020,08/15/2019,02:31:00,PM,-76.92602864,38.77286742,"(-76.92602864, 38.77286742)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,8,,8,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,02/22/2018,07:01:00,PM,-76.82627742,38.76851199,"(-76.82627742, 38.76851199)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2019,03/25/2019,05:39:00,PM,-76.92417578,38.84840151,"(-76.92417578, 38.84840151)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,10/30/2018,06:30:00,PM,-76.88087959,38.9264831,"(-76.88087959, 38.9264831)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/27/2019,01:51:00,PM,-76.94022574,38.78538059,"(-76.94022574, 38.78538059)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,2,,FY2020,07/25/2019,06:06:00,PM,-76.87190752,38.93901962,"(-76.87190752, 38.93901962)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/15/2019,03:23:00,PM,-76.95173651,38.81023315,"(-76.95173651, 38.81023315)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/19/2019,05:52:00,PM,-76.9069502,38.80337424,"(-76.9069502, 38.80337424)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,3,1,NO,FY2018,01/25/2018,03:22:00,PM,-76.85878594,38.97801982,"(-76.85878594, 38.97801982)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2018,11-DP-3314,1,1,,FY2019,09/05/2018,07:29:00,PM,-76.92753705,39.0160288,"(-76.92753705, 39.0160288)"
DPW&T,,IllegalDumping,,,Other,Matress,,,0,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2017,03/03/2017,03:06:00,PM,-76.85902879,38.85994769,"(-76.85902879, 38.85994769)"
,,,,,,Kennel,,,,,,,,,,,,,,,,,,,,,
,,,,,,A/C Unit Parts,,,,,,,,,,,,,,,,,,,,,
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,1,NO,FY2018,07/10/2017,06:10:00,PM,-76.8698019,38.9795422,"(-76.8698019, 38.9795422)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2016,11-DP-3314,6,2,NO,FY2017,11/14/2016,06:47:00,PM,-76.86543986,38.90603289,"(-76.86543986, 38.90603289)"
